Area Code,Difference Between Actual and Target Profit,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Target Margin,Target Profit,Target Sales,Total Expenses,Type
603,5,12/1/2013,327,75,Small Market,East,16,1,Beans,Coffee,Amaretto,$55,135,New Hampshire,70,50,110,38,Regular
203,-13,12/1/2013,627,76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-$3,140,Connecticut,70,10,120,78,Regular
603,-16,12/1/2013,335,69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-$6,126,New Hampshire,70,10,110,73,Regular
541,-19,12/1/2013,482,57,Small Market,West,13,1,Beans,Coffee,Colombian,$1,104,Oregon,70,20,110,56,Regular
503,2,12/1/2013,424,73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,$42,135,Oregon,70,40,120,45,Regular
405,13,12/1/2013,403,80,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,$33,155,Oklahoma,70,20,130,58,Decaf
435,13,12/1/2013,327,75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,$53,135,Utah,70,40,110,39,Decaf
435,2,12/1/2013,462,74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,$42,130,Utah,70,40,110,46,Decaf
425,18,12/1/2013,845,71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,$68,128,Washington,70,50,110,25,Decaf
959,20,12/1/2013,898,73,Small Market,East,14,1,Leaves,Tea,Darjeeling,$70,131,Connecticut,70,50,120,26,Regular
937,-14,10/1/2012,480,32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,$16,53,Ohio,30,30,30,16,Decaf
513,-10,10/1/2012,859,39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,$20,66,Ohio,30,30,40,19,Decaf
850,-4,10/1/2012,385,70,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,$16,126,Florida,30,20,60,54,Decaf
781,-7,10/1/2012,404,66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,$13,120,Massachusetts,30,20,60,53,Decaf
413,-15,10/1/2012,480,32,Major Market,East,5,1,Leaves,Tea,Green Tea,$15,53,Massachusetts,30,30,50,17,Regular
505,-6,10/1/2012,244,53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,$14,92,New Mexico,30,20,50,39,Decaf
702,-13,10/1/2012,800,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$17,58,Nevada,30,30,40,18,Decaf
563,-15,10/1/2012,846,31,Small Market,Central,5,1,Beans,Coffee,Amaretto,$15,52,Iowa,30,30,40,16,Regular
603,-22,10/1/2012,209,31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-$12,56,New Hampshire,30,10,40,43,Regular
405,-15,10/1/2012,480,32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,$15,53,Oklahoma,30,30,30,17,Regular
702,2,10/1/2012,430,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$32,43,Nevada,30,30,30,11,Regular
603,-23,10/1/2012,240,43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-$3,77,New Hampshire,30,20,40,46,Decaf
505,-16,10/1/2012,846,31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,$14,52,New Mexico,30,30,40,17,Decaf
971,-13,10/1/2012,820,36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,$17,61,Oregon,30,30,40,19,Decaf
314,-13,10/1/2012,240,43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-$3,77,Missouri,30,10,40,46,Regular
603,-16,10/1/2012,846,31,Small Market,East,5,1,Leaves,Tea,Darjeeling,$14,52,New Hampshire,30,30,50,17,Regular
435,-6,10/1/2012,244,53,Small Market,West,12,1,Leaves,Tea,Earl Grey,$14,92,Utah,30,20,40,39,Regular
360,1,10/1/2012,449,67,Small Market,West,14,1,Leaves,Tea,Earl Grey,$31,113,Washington,30,30,50,36,Regular
775,-3,11/1/2012,802,34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$17,56,Nevada,30,20,50,17,Decaf
505,6,11/1/2012,-522,42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-$4,76,New Mexico,30,-10,50,46,Regular
253,-9,11/1/2012,570,30,Small Market,West,7,1,Beans,Espresso,Caffe Latte,$11,52,Washington,30,20,50,19,Regular
603,-4,11/1/2012,243,41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-$4,74,New Hampshire,30,0,50,45,Decaf
505,-5,11/1/2012,1003,35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,$5,64,New Mexico,30,10,50,30,Decaf
503,-1,11/1/2012,823,38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,$19,63,Oregon,30,20,50,19,Decaf
603,-12,11/1/2012,848,24,Small Market,East,4,1,Leaves,Tea,Darjeeling,$8,39,New Hampshire,30,20,40,16,Regular
541,-2,11/1/2012,482,48,Small Market,West,8,1,Leaves,Tea,Darjeeling,$28,80,Oregon,30,30,50,20,Regular
435,-1,11/1/2012,248,47,Small Market,West,11,1,Leaves,Tea,Earl Grey,$9,82,Utah,30,10,50,38,Regular
801,-3,11/1/2012,211,42,Small Market,West,12,1,Leaves,Tea,Green Tea,-$3,76,Utah,30,0,50,45,Regular
772,-8,12/1/2012,567,32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,$12,56,Florida,30,20,40,20,Decaf
505,12,12/1/2012,256,51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,$12,89,New Mexico,30,0,60,39,Decaf
702,-3,12/1/2012,807,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$17,58,Nevada,30,20,50,18,Decaf
641,-10,12/1/2012,851,25,Small Market,Central,4,1,Beans,Coffee,Amaretto,$10,41,Iowa,30,20,40,15,Regular
563,-2,12/1/2012,1009,38,Small Market,Central,9,1,Beans,Coffee,Colombian,$8,69,Iowa,30,10,60,30,Regular
603,-16,12/1/2012,218,25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-$16,45,New Hampshire,30,0,40,41,Regular
580,4,12/1/2012,490,44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,$24,73,Oklahoma,30,20,50,20,Regular
253,-7,12/1/2012,567,32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,$13,56,Washington,30,20,50,19,Regular
541,-1,12/1/2012,829,36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,$19,60,Oregon,30,20,50,17,Decaf
603,-10,12/1/2012,851,25,Small Market,East,4,1,Leaves,Tea,Darjeeling,$10,41,New Hampshire,30,20,40,15,Regular
971,-5,12/1/2012,490,44,Small Market,West,8,1,Leaves,Tea,Darjeeling,$25,73,Oregon,30,30,50,19,Regular
937,-6,10/1/2013,480,32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,$24,56,Ohio,30,30,30,16,Decaf
937,0,10/1/2013,859,39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,$30,70,Ohio,30,30,40,19,Decaf
786,4,10/1/2013,385,70,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,$24,134,Florida,30,20,60,54,Decaf
339,-1,10/1/2013,404,66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,$19,128,Massachusetts,30,20,60,53,Decaf
781,-8,10/1/2013,480,32,Major Market,East,5,1,Leaves,Tea,Green Tea,$22,56,Massachusetts,30,30,50,17,Regular
505,1,10/1/2013,244,53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,$21,98,New Mexico,30,20,50,39,Decaf
775,-5,10/1/2013,800,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$25,62,Nevada,30,30,40,18,Decaf
515,-8,10/1/2013,846,31,Small Market,Central,5,1,Beans,Coffee,Amaretto,$22,55,Iowa,30,30,40,16,Regular
603,-28,10/1/2013,209,31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-$18,60,New Hampshire,30,10,40,43,Regular
580,-8,10/1/2013,480,32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,$22,56,Oklahoma,30,30,30,17,Regular
702,17,10/1/2013,430,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$47,46,Nevada,30,30,30,11,Regular
603,-24,10/1/2013,240,43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-$4,82,New Hampshire,30,20,40,46,Decaf
505,-9,10/1/2013,846,31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,$21,55,New Mexico,30,30,40,17,Decaf
971,-5,10/1/2013,820,36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,$25,65,Oregon,30,30,40,19,Decaf
314,-14,10/1/2013,240,43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-$4,82,Missouri,30,10,40,46,Regular
603,-9,10/1/2013,846,31,Small Market,East,5,1,Leaves,Tea,Darjeeling,$21,55,New Hampshire,30,30,50,17,Regular
435,1,10/1/2013,244,53,Small Market,West,12,1,Leaves,Tea,Earl Grey,$21,98,Utah,30,20,40,39,Regular
509,16,10/1/2013,449,67,Small Market,West,14,1,Leaves,Tea,Earl Grey,$46,120,Washington,30,30,50,36,Regular
775,5,11/1/2013,802,34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$25,60,Nevada,30,20,50,17,Decaf
505,4,11/1/2013,-522,42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-$6,81,New Mexico,30,-10,50,46,Regular
425,-4,11/1/2013,570,30,Small Market,West,7,1,Beans,Espresso,Caffe Latte,$16,55,Washington,30,20,50,19,Regular
603,-6,11/1/2013,243,41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-$6,79,New Hampshire,30,0,50,45,Decaf
505,-3,11/1/2013,1003,35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,$7,68,New Mexico,30,10,50,30,Decaf
541,8,11/1/2013,823,38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,$28,67,Oregon,30,20,50,19,Decaf
603,-8,11/1/2013,848,24,Small Market,East,4,1,Leaves,Tea,Darjeeling,$12,42,New Hampshire,30,20,40,16,Regular
503,12,11/1/2013,482,48,Small Market,West,8,1,Leaves,Tea,Darjeeling,$42,85,Oregon,30,30,50,20,Regular
435,3,11/1/2013,248,47,Small Market,West,11,1,Leaves,Tea,Earl Grey,$13,87,Utah,30,10,50,38,Regular
435,-4,11/1/2013,211,42,Small Market,West,12,1,Leaves,Tea,Green Tea,-$4,81,Utah,30,0,50,45,Regular
904,-2,12/1/2013,567,32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,$18,60,Florida,30,20,40,20,Decaf
505,18,12/1/2013,256,51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,$18,95,New Mexico,30,0,60,39,Decaf
775,5,12/1/2013,807,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,$25,62,Nevada,30,20,50,18,Decaf
563,-5,12/1/2013,851,25,Small Market,Central,4,1,Beans,Coffee,Amaretto,$15,44,Iowa,30,20,40,15,Regular
641,2,12/1/2013,1009,38,Small Market,Central,9,1,Beans,Coffee,Colombian,$12,74,Iowa,30,10,60,30,Regular
603,-24,12/1/2013,218,25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-$24,48,New Hampshire,30,0,40,41,Regular
580,16,12/1/2013,490,44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,$36,78,Oklahoma,30,20,50,20,Regular
206,-1,12/1/2013,567,32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,$19,60,Washington,30,20,50,19,Regular
503,8,12/1/2013,829,36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,$28,64,Oregon,30,20,50,17,Decaf
603,-5,12/1/2013,851,25,Small Market,East,4,1,Leaves,Tea,Darjeeling,$15,44,New Hampshire,30,20,40,15,Regular
541,7,12/1/2013,490,44,Small Market,West,8,1,Leaves,Tea,Darjeeling,$37,78,Oregon,30,30,50,19,Regular
915,-2,10/1/2012,580,111,Major Market,South,21,1,Beans,Espresso,Decaf Espresso,$78,187,Texas,80,80,120,33,Decaf
713,-44,10/1/2012,405,71,Major Market,South,17,1,Leaves,Herbal Tea,Chamomile,$26,123,Texas,80,70,110,45,Decaf
217,-2,10/1/2012,580,111,Major Market,Central,21,1,Leaves,Tea,Darjeeling,$78,187,Illinois,80,80,130,33,Regular
847,5,10/1/2012,650,110,Major Market,Central,23,1,Leaves,Tea,Earl Grey,$55,182,Illinois,80,50,130,55,Regular
660,-35,10/1/2012,1053,77,Small Market,Central,20,1,Beans,Coffee,Decaf Irish Cream,$35,142,Missouri,80,70,130,42,Decaf
660,-52,10/1/2012,833,47,Small Market,Central,8,1,Beans,Espresso,Decaf Espresso,$28,79,Missouri,80,80,110,19,Decaf
405,5,10/1/2012,788,123,Small Market,South,27,1,Beans,Espresso,Decaf Espresso,$65,205,Oklahoma,80,60,130,58,Decaf
715,-35,10/1/2012,385,70,Small Market,Central,21,1,Beans,Coffee,Amaretto,$15,126,Wisconsin,80,50,120,55,Regular
405,6,10/1/2012,-1785,127,Small Market,South,28,1,Beans,Espresso,Caffe Latte,$76,218,Oklahoma,80,70,130,51,Regular
414,-23,10/1/2012,329,99,Small Market,Central,18,1,Leaves,Herbal Tea,Chamomile,$57,159,Wisconsin,80,80,120,42,Decaf
419,-24,11/1/2012,410,69,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,$16,124,Ohio,80,40,150,53,Decaf
330,-17,11/1/2012,411,79,Major Market,Central,19,1,Beans,Coffee,Amaretto,$33,138,Ohio,80,50,130,46,Regular
650,19,11/1/2012,659,114,Major Market,West,24,1,Leaves,Tea,Green Tea,$59,189,California,80,40,130,55,Regular
314,-2,11/1/2012,1060,81,Small Market,Central,21,1,Beans,Coffee,Decaf Irish Cream,$38,150,Missouri,80,40,140,43,Decaf
503,-18,11/1/2012,424,68,Small Market,West,14,1,Beans,Coffee,Decaf Irish Cream,$32,114,Oregon,80,50,130,36,Decaf
206,5,11/1/2012,1063,89,Small Market,West,23,1,Beans,Espresso,Decaf Espresso,$45,164,Washington,80,40,150,44,Decaf
203,-8,11/1/2012,613,86,Small Market,East,55,1,Beans,Espresso,Caffe Mocha,$2,147,Connecticut,80,10,140,84,Regular
225,-16,11/1/2012,834,68,Small Market,South,13,1,Beans,Coffee,Colombian,$44,115,Louisiana,80,60,130,24,Regular
541,-14,11/1/2012,509,73,Small Market,West,47,1,Beans,Coffee,Amaretto,-$4,125,Oregon,80,10,140,77,Regular
435,-23,11/1/2012,380,71,Small Market,West,17,1,Beans,Coffee,Colombian,$27,124,Utah,80,50,140,44,Regular
503,-17,11/1/2012,411,79,Small Market,West,19,1,Beans,Espresso,Caffe Mocha,$33,138,Oregon,80,50,130,46,Regular
920,-2,11/1/2012,321,88,Small Market,Central,16,1,Leaves,Herbal Tea,Chamomile,$48,141,Wisconsin,80,50,130,40,Decaf
959,-9,11/1/2012,885,78,Small Market,East,15,1,Leaves,Tea,Darjeeling,$51,132,Connecticut,80,60,130,27,Regular
740,-34,12/1/2012,422,57,Major Market,Central,17,1,Beans,Espresso,Decaf Espresso,$6,103,Ohio,80,40,130,51,Decaf
630,7,12/1/2012,677,101,Major Market,Central,22,1,Leaves,Tea,Earl Grey,$47,168,Illinois,80,40,130,54,Regular
518,-8,12/1/2012,601,79,Major Market,East,15,1,Leaves,Tea,Green Tea,$52,133,New York,80,60,130,27,Regular
213,-3,12/1/2012,677,101,Major Market,West,22,1,Leaves,Tea,Green Tea,$47,168,California,80,50,120,54,Regular
503,-25,12/1/2012,435,60,Small Market,West,13,1,Beans,Coffee,Decaf Irish Cream,$25,101,Oregon,80,50,120,35,Decaf
715,-8,12/1/2012,403,80,Small Market,Central,24,1,Beans,Coffee,Amaretto,$22,145,Wisconsin,80,30,140,58,Regular
503,-27,12/1/2012,521,65,Small Market,West,42,1,Beans,Coffee,Amaretto,-$7,112,Oregon,80,20,130,72,Regular
801,-29,12/1/2012,392,65,Small Market,West,16,1,Beans,Coffee,Colombian,$21,114,Utah,80,50,130,44,Regular
509,-7,12/1/2012,403,80,Small Market,West,24,1,Beans,Espresso,Caffe Mocha,$23,145,Washington,80,30,140,57,Regular
985,-4,12/1/2012,619,85,Small Market,South,25,1,Leaves,Herbal Tea,Lemon,$26,153,Louisiana,80,30,140,59,Decaf
432,36,10/1/2013,580,111,Major Market,South,21,1,Beans,Espresso,Decaf Espresso,$116,199,Texas,80,80,120,33,Decaf
325,-31,10/1/2013,405,71,Major Market,South,17,1,Leaves,Herbal Tea,Chamomile,$39,131,Texas,80,70,110,45,Decaf
815,36,10/1/2013,580,111,Major Market,Central,21,1,Leaves,Tea,Darjeeling,$116,199,Illinois,80,80,130,33,Regular
815,32,10/1/2013,650,110,Major Market,Central,23,1,Leaves,Tea,Earl Grey,$82,194,Illinois,80,50,130,55,Regular
636,-18,10/1/2013,1053,77,Small Market,Central,20,1,Beans,Coffee,Decaf Irish Cream,$52,151,Missouri,80,70,130,42,Decaf
417,-38,10/1/2013,833,47,Small Market,Central,8,1,Beans,Espresso,Decaf Espresso,$42,84,Missouri,80,80,110,19,Decaf
405,36,10/1/2013,788,123,Small Market,South,27,1,Beans,Espresso,Decaf Espresso,$96,218,Oklahoma,80,60,130,58,Decaf
414,-28,10/1/2013,385,70,Small Market,Central,21,1,Beans,Coffee,Amaretto,$22,134,Wisconsin,80,50,120,55,Regular
405,43,10/1/2013,-1785,127,Small Market,South,28,1,Beans,Espresso,Caffe Latte,$113,232,Oklahoma,80,70,130,51,Regular
715,5,10/1/2013,329,99,Small Market,Central,18,1,Leaves,Herbal Tea,Chamomile,$85,169,Wisconsin,80,80,120,42,Decaf
937,-16,11/1/2013,410,69,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,$24,132,Ohio,80,40,150,53,Decaf
234,-1,11/1/2013,411,79,Major Market,Central,19,1,Beans,Coffee,Amaretto,$49,147,Ohio,80,50,130,46,Regular
209,48,11/1/2013,659,114,Major Market,West,24,1,Leaves,Tea,Green Tea,$88,201,California,80,40,130,55,Regular
417,16,11/1/2013,1060,81,Small Market,Central,21,1,Beans,Coffee,Decaf Irish Cream,$56,160,Missouri,80,40,140,43,Decaf
503,-3,11/1/2013,424,68,Small Market,West,14,1,Beans,Coffee,Decaf Irish Cream,$47,121,Oregon,80,50,130,36,Decaf
425,27,11/1/2013,1063,89,Small Market,West,23,1,Beans,Espresso,Decaf Espresso,$67,175,Washington,80,40,150,44,Decaf
475,-7,11/1/2013,613,86,Small Market,East,55,1,Beans,Espresso,Caffe Mocha,$3,157,Connecticut,80,10,140,84,Regular
318,5,11/1/2013,834,68,Small Market,South,13,1,Beans,Coffee,Colombian,$65,123,Louisiana,80,60,130,24,Regular
971,-16,11/1/2013,509,73,Small Market,West,47,1,Beans,Coffee,Amaretto,-$6,133,Oregon,80,10,140,77,Regular
435,-10,11/1/2013,380,71,Small Market,West,17,1,Beans,Coffee,Colombian,$40,132,Utah,80,50,140,44,Regular
541,-1,11/1/2013,411,79,Small Market,West,19,1,Beans,Espresso,Caffe Mocha,$49,147,Oregon,80,50,130,46,Regular
262,21,11/1/2013,321,88,Small Market,Central,16,1,Leaves,Herbal Tea,Chamomile,$71,150,Wisconsin,80,50,130,40,Decaf
860,16,11/1/2013,885,78,Small Market,East,15,1,Leaves,Tea,Darjeeling,$76,141,Connecticut,80,60,130,27,Regular
419,-31,12/1/2013,422,57,Major Market,Central,17,1,Beans,Espresso,Decaf Espresso,$9,110,Ohio,80,40,130,51,Decaf
708,30,12/1/2013,677,101,Major Market,Central,22,1,Leaves,Tea,Earl Grey,$70,179,Illinois,80,40,130,54,Regular
585,17,12/1/2013,601,79,Major Market,East,15,1,Leaves,Tea,Green Tea,$77,142,New York,80,60,130,27,Regular
510,20,12/1/2013,677,101,Major Market,West,22,1,Leaves,Tea,Green Tea,$70,179,California,80,50,120,54,Regular
541,-13,12/1/2013,435,60,Small Market,West,13,1,Beans,Coffee,Decaf Irish Cream,$37,108,Oregon,80,50,120,35,Decaf
920,3,12/1/2013,403,80,Small Market,Central,24,1,Beans,Coffee,Amaretto,$33,155,Wisconsin,80,30,140,58,Regular
541,-30,12/1/2013,521,65,Small Market,West,42,1,Beans,Coffee,Amaretto,-$10,119,Oregon,80,20,130,72,Regular
435,-19,12/1/2013,392,65,Small Market,West,16,1,Beans,Coffee,Colombian,$31,121,Utah,80,50,130,44,Regular
509,4,12/1/2013,403,80,Small Market,West,24,1,Beans,Espresso,Caffe Mocha,$34,155,Washington,80,30,140,57,Regular
318,9,12/1/2013,619,85,Small Market,South,25,1,Leaves,Herbal Tea,Lemon,$39,163,Louisiana,80,30,140,59,Decaf
214,-54,10/1/2012,541,51,Major Market,South,12,1,Beans,Coffee,Decaf Irish Cream,$26,90,Texas,90,80,130,25,Decaf
936,-155,10/1/2012,1246,281,Major Market,South,74,1,Beans,Coffee,Colombian,$185,520,Texas,420,340,770,96,Regular
210,33,10/1/2012,915,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,$133,302,Texas,120,100,190,46,Regular
225,-35,10/1/2012,851,70,Small Market,South,13,1,Beans,Coffee,Decaf Irish Cream,$45,118,Louisiana,90,80,160,25,Decaf
225,-33,10/1/2012,829,71,Small Market,South,13,1,Beans,Coffee,Colombian,$47,119,Louisiana,90,80,160,24,Regular
505,-57,10/1/2012,447,69,Small Market,South,14,1,Beans,Coffee,Colombian,$23,114,New Mexico,110,80,160,46,Regular
918,-66,10/1/2012,572,115,Small Market,South,29,1,Beans,Coffee,Colombian,$74,205,Oklahoma,160,140,290,41,Regular
505,-22,10/1/2012,-466,31,Small Market,South,9,1,Beans,Espresso,Caffe Latte,-$12,56,New Mexico,20,10,30,43,Regular
225,-23,10/1/2012,564,133,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,$87,236,Louisiana,130,110,210,46,Decaf
504,-26,10/1/2012,593,98,Small Market,South,30,1,Leaves,Herbal Tea,Lemon,$34,177,Louisiana,90,60,150,64,Decaf
405,-23,10/1/2012,683,134,Small Market,South,87,1,Leaves,Herbal Tea,Lemon,$17,230,Oklahoma,120,40,200,117,Decaf
956,-56,11/1/2012,1272,265,Major Market,South,69,1,Beans,Coffee,Colombian,$174,490,Texas,320,230,580,91,Regular
817,19,11/1/2012,-1050,114,Major Market,South,24,1,Beans,Espresso,Caffe Latte,$59,189,Texas,90,40,140,55,Regular
409,27,11/1/2012,930,172,Major Market,South,33,1,Beans,Espresso,Caffe Mocha,$127,290,Texas,130,100,220,45,Regular
918,22,11/1/2012,798,119,Small Market,South,25,1,Beans,Espresso,Decaf Espresso,$62,197,Oklahoma,90,40,150,57,Decaf
918,-19,11/1/2012,561,112,Small Market,South,29,1,Beans,Coffee,Colombian,$71,200,Oklahoma,130,90,230,41,Regular
918,29,11/1/2012,-2003,143,Small Market,South,31,1,Beans,Espresso,Caffe Latte,$89,245,Oklahoma,100,60,180,54,Regular
337,5,11/1/2012,552,130,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,$85,231,Louisiana,120,80,210,45,Decaf
505,-1,11/1/2012,848,24,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,$9,39,New Mexico,20,10,30,15,Decaf
337,-2,11/1/2012,601,102,Small Market,South,31,1,Leaves,Herbal Tea,Lemon,$38,184,Louisiana,100,40,170,64,Decaf
580,-5,11/1/2012,694,130,Small Market,South,85,1,Leaves,Herbal Tea,Lemon,$15,224,Oklahoma,120,20,200,115,Decaf
972,-52,12/1/2012,1321,284,Major Market,South,74,1,Beans,Coffee,Colombian,$188,525,Texas,340,240,620,96,Regular
972,23,12/1/2012,959,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,$133,302,Texas,140,110,230,46,Regular
505,-24,12/1/2012,1898,68,Small Market,South,28,1,Beans,Coffee,Decaf Irish Cream,$16,160,New Mexico,90,40,190,52,Decaf
405,12,12/1/2012,817,133,Small Market,South,29,1,Beans,Espresso,Decaf Espresso,$72,221,Oklahoma,110,60,170,61,Decaf
318,-24,12/1/2012,845,71,Small Market,South,13,1,Beans,Coffee,Colombian,$46,120,Louisiana,90,70,140,25,Regular
505,-23,12/1/2012,462,74,Small Market,South,15,1,Beans,Coffee,Colombian,$27,122,New Mexico,90,50,140,47,Regular
405,-34,12/1/2012,551,104,Small Market,South,26,1,Beans,Coffee,Colombian,$66,185,Oklahoma,130,100,220,38,Regular
505,-5,12/1/2012,-598,25,Small Market,South,7,1,Beans,Espresso,Caffe Latte,-$15,45,New Mexico,20,-10,30,40,Regular
918,31,12/1/2012,-2248,186,Small Market,South,41,1,Beans,Espresso,Caffe Latte,$121,320,Oklahoma,140,90,240,65,Regular
225,7,12/1/2012,540,120,Small Market,South,31,1,Leaves,Herbal Tea,Chamomile,$77,214,Louisiana,110,70,190,43,Decaf
505,-1,12/1/2012,851,25,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,$9,41,New Mexico,20,10,30,16,Decaf
580,-10,12/1/2012,716,145,Small Market,South,95,1,Leaves,Herbal Tea,Lemon,$20,250,Oklahoma,140,30,230,125,Decaf
281,-41,10/1/2013,541,51,Major Market,South,12,1,Beans,Coffee,Decaf Irish Cream,$39,96,Texas,90,80,130,25,Decaf
432,-65,10/1/2013,1246,281,Major Market,South,74,1,Beans,Coffee,Colombian,$275,554,Texas,420,340,770,96,Regular
817,97,10/1/2013,915,179,Major Market,South,34,1,Beans,Espresso,Caffe Mocha,$197,322,Texas,120,100,190,46,Regular
985,-13,10/1/2013,851,70,Small Market,South,13,1,Beans,Coffee,Decaf Irish Cream,$67,126,Louisiana,90,80,160,25,Decaf
337,-10,10/1/2013,829,71,Small Market,South,13,1,Beans,Coffee,Colombian,$70,127,Louisiana,90,80,160,24,Regular
505,-46,10/1/2013,447,69,Small Market,South,14,1,Beans,Coffee,Colombian,$34,121,New Mexico,110,80,160,46,Regular
918,-30,10/1/2013,572,115,Small Market,South,29,1,Beans,Coffee,Colombian,$110,218,Oklahoma,160,140,290,41,Regular
505,-28,10/1/2013,-466,31,Small Market,South,9,1,Beans,Espresso,Caffe Latte,-$18,60,New Mexico,20,10,30,43,Regular
318,19,10/1/2013,564,133,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,$129,251,Louisiana,130,110,210,46,Decaf
225,-10,10/1/2013,593,98,Small Market,South,30,1,Leaves,Herbal Tea,Lemon,$50,189,Louisiana,90,60,150,64,Decaf
918,-15,10/1/2013,683,134,Small Market,South,87,1,Leaves,Herbal Tea,Lemon,$25,245,Oklahoma,120,40,200,117,Decaf
432,28,11/1/2013,1272,265,Major Market,South,69,1,Beans,Coffee,Colombian,$258,522,Texas,320,230,580,91,Regular
806,48,11/1/2013,-1050,114,Major Market,South,24,1,Beans,Espresso,Caffe Latte,$88,201,Texas,90,40,140,55,Regular
915,88,11/1/2013,930,172,Major Market,South,33,1,Beans,Espresso,Caffe Mocha,$188,309,Texas,130,100,220,45,Regular
580,52,11/1/2013,798,119,Small Market,South,25,1,Beans,Espresso,Decaf Espresso,$92,210,Oklahoma,90,40,150,57,Decaf
918,15,11/1/2013,561,112,Small Market,South,29,1,Beans,Coffee,Colombian,$105,213,Oklahoma,130,90,230,41,Regular
405,72,11/1/2013,-2003,143,Small Market,South,31,1,Beans,Espresso,Caffe Latte,$132,261,Oklahoma,100,60,180,54,Regular
985,46,11/1/2013,552,130,Small Market,South,33,1,Leaves,Herbal Tea,Chamomile,$126,246,Louisiana,120,80,210,45,Decaf
505,3,11/1/2013,848,24,Small Market,South,4,1,Leaves,Herbal Tea,Chamomile,$13,42,New Mexico,20,10,30,15,Decaf
337,16,11/1/2013,601,102,Small Market,South,31,1,Leaves,Herbal Tea,Lemon,$56,196,Louisiana,100,40,170,64,Decaf
